date,category,subcategory,amount,type,description,month,month_num,year
2024-07-20,Transport,Metro,128.5,expense,Metro payment,July,7,2024
2024-07-20,Entertainment,Events,1676.84,expense,Events payment,July,7,2024
2024-07-20,Health,Doctor,634.5,expense,Doctor payment,July,7,2024
2024-07-21,Entertainment,Movies,706.43,expense,Movies payment,July,7,2024
2024-07-22,Food,Groceries,2090.79,expense,Groceries payment,July,7,2024
2024-07-22,Food,Coffee,485.2,expense,Coffee payment,July,7,2024
2024-07-22,Transport,Fuel,2027.16,expense,Fuel payment,July,7,2024
2024-07-22,Transport,Uber,568.99,expense,Uber payment,July,7,2024
2024-07-22,Transport,Metro,407.18,expense,Metro payment,July,7,2024
2024-07-22,Entertainment,Movies,351.47,expense,Movies payment,July,7,2024
2024-07-23,Food,Restaurants,2468.32,expense,Restaurants payment,July,7,2024
2024-07-23,Food,Food Delivery,953.43,expense,Food Delivery payment,July,7,2024
2024-07-23,Transport,Metro,365.04,expense,Metro payment,July,7,2024
2024-07-23,Transport,Car Maintenance,4688.88,expense,Car Maintenance payment,July,7,2024
2024-07-23,Shopping,Books,287.0,expense,Books payment,July,7,2024
2024-07-24,Income,Freelance,17255.5,income,Freelance payment,July,7,2024
2024-07-24,Food,Coffee,200.11,expense,Coffee payment,July,7,2024
2024-07-24,Transport,Metro,159.69,expense,Metro payment,July,7,2024
2024-07-24,Investment,Gold,1032.48,expense,Gold payment,July,7,2024
2024-07-25,Income,Dividends,1235.46,income,Dividends payment,July,7,2024
2024-07-25,Transport,Metro,381.34,expense,Metro payment,July,7,2024
2024-07-26,Food,Restaurants,2175.17,expense,Restaurants payment,July,7,2024
2024-07-26,Food,Food Delivery,461.13,expense,Food Delivery payment,July,7,2024
2024-07-26,Transport,Metro,106.28,expense,Metro payment,July,7,2024
2024-07-26,Health,Medicine,1356.04,expense,Medicine payment,July,7,2024
2024-07-27,Food,Coffee,342.05,expense,Coffee payment,July,7,2024
2024-07-27,Transport,Metro,264.34,expense,Metro payment,July,7,2024
2024-07-27,Health,Doctor,1703.83,expense,Doctor payment,July,7,2024
2024-07-27,Shopping,Electronics,11506.81,expense,Electronics payment,July,7,2024
2024-07-27,Investment,Crypto,4559.66,expense,Crypto payment,July,7,2024
2024-07-27,Investment,Gold,2889.81,expense,Gold payment,July,7,2024
2024-07-28,Income,Dividends,2084.22,income,Dividends payment,July,7,2024
2024-07-28,Transport,Metro,237.42,expense,Metro payment,July,7,2024
2024-07-28,Shopping,Books,938.29,expense,Books payment,July,7,2024
2024-07-28,Investment,Gold,2892.64,expense,Gold payment,July,7,2024
2024-07-29,Income,Freelance,19855.47,income,Freelance payment,July,7,2024
2024-07-29,Food,Groceries,2247.53,expense,Groceries payment,July,7,2024
2024-07-29,Food,Coffee,503.36,expense,Coffee payment,July,7,2024
2024-07-29,Transport,Fuel,2777.17,expense,Fuel payment,July,7,2024
2024-07-29,Transport,Uber,422.28,expense,Uber payment,July,7,2024
2024-07-29,Transport,Metro,212.39,expense,Metro payment,July,7,2024
2024-07-29,Entertainment,Movies,355.77,expense,Movies payment,July,7,2024
2024-07-29,Investment,Gold,1580.28,expense,Gold payment,July,7,2024
2024-07-30,Food,Restaurants,1094.87,expense,Restaurants payment,July,7,2024
2024-07-30,Food,Food Delivery,828.22,expense,Food Delivery payment,July,7,2024
2024-07-30,Health,Doctor,919.0,expense,Doctor payment,July,7,2024
2024-07-30,Savings,Emergency Fund,4610.83,expense,Emergency Fund payment,July,7,2024
2024-07-31,Income,Freelance,18908.34,income,Freelance payment,July,7,2024
2024-07-31,Food,Coffee,609.73,expense,Coffee payment,July,7,2024
2024-07-31,Transport,Metro,467.08,expense,Metro payment,July,7,2024
2024-07-31,Shopping,Electronics,10506.46,expense,Electronics payment,July,7,2024
2024-08-01,Income,Salary,61902.78,income,Salary payment,August,8,2024
2024-08-01,Housing,Rent,15000.0,expense,Rent payment,August,8,2024
2024-08-01,Housing,Internet,699.0,expense,Internet payment,August,8,2024
2024-08-01,Housing,Maintenance,759.77,expense,Maintenance payment,August,8,2024
2024-08-01,Transport,Metro,187.77,expense,Metro payment,August,8,2024
2024-08-01,Entertainment,OTT Subscriptions,693.08,expense,OTT Subscriptions payment,August,8,2024
2024-08-01,Entertainment,Movies,345.97,expense,Movies payment,August,8,2024
2024-08-01,Health,Gym,2335.46,expense,Gym payment,August,8,2024
2024-08-01,Shopping,Electronics,13133.73,expense,Electronics payment,August,8,2024
2024-08-01,Shopping,Home Decor,3453.78,expense,Home Decor payment,August,8,2024
2024-08-02,Income,Salary,59669.56,income,Salary payment,August,8,2024
2024-08-02,Housing,Rent,15000.0,expense,Rent payment,August,8,2024
2024-08-02,Housing,Internet,699.0,expense,Internet payment,August,8,2024
2024-08-02,Food,Restaurants,2424.7,expense,Restaurants payment,August,8,2024
2024-08-02,Food,Food Delivery,688.08,expense,Food Delivery payment,August,8,2024
2024-08-02,Transport,Metro,129.6,expense,Metro payment,August,8,2024
2024-08-02,Entertainment,OTT Subscriptions,882.8,expense,OTT Subscriptions payment,August,8,2024
2024-08-02,Entertainment,Gaming,1920.09,expense,Gaming payment,August,8,2024
2024-08-02,Health,Gym,1940.57,expense,Gym payment,August,8,2024
2024-08-02,Shopping,Books,814.97,expense,Books payment,August,8,2024
2024-08-02,Savings,Emergency Fund,2218.76,expense,Emergency Fund payment,August,8,2024
2024-08-03,Income,Salary,60713.45,income,Salary payment,August,8,2024
2024-08-03,Housing,Rent,15000.0,expense,Rent payment,August,8,2024
2024-08-03,Housing,Electricity,1568.4,expense,Electricity payment,August,8,2024
2024-08-03,Housing,Internet,699.0,expense,Internet payment,August,8,2024
2024-08-03,Food,Coffee,359.86,expense,Coffee payment,August,8,2024
2024-08-03,Entertainment,OTT Subscriptions,1074.64,expense,OTT Subscriptions payment,August,8,2024
2024-08-03,Health,Gym,1936.06,expense,Gym payment,August,8,2024
2024-08-03,Shopping,Home Decor,4793.7,expense,Home Decor payment,August,8,2024
2024-08-04,Housing,Maintenance,1836.57,expense,Maintenance payment,August,8,2024
2024-08-04,Transport,Car Maintenance,2568.38,expense,Car Maintenance payment,August,8,2024
2024-08-04,Health,Medicine,891.49,expense,Medicine payment,August,8,2024
2024-08-04,Investment,Stocks,7429.54,expense,Stocks payment,August,8,2024
2024-08-04,Investment,Crypto,1772.37,expense,Crypto payment,August,8,2024
2024-08-05,Income,Dividends,1851.38,income,Dividends payment,August,8,2024
2024-08-05,Food,Groceries,4502.75,expense,Groceries payment,August,8,2024
2024-08-05,Food,Coffee,469.58,expense,Coffee payment,August,8,2024
2024-08-05,Transport,Fuel,2993.75,expense,Fuel payment,August,8,2024
2024-08-05,Transport,Uber,229.63,expense,Uber payment,August,8,2024
2024-08-05,Transport,Metro,415.11,expense,Metro payment,August,8,2024
2024-08-05,Transport,Car Maintenance,1031.84,expense,Car Maintenance payment,August,8,2024
2024-08-05,Shopping,Clothing,3317.38,expense,Clothing payment,August,8,2024
2024-08-05,Shopping,Home Decor,1137.16,expense,Home Decor payment,August,8,2024
2024-08-05,Investment,Crypto,3805.19,expense,Crypto payment,August,8,2024
2024-08-05,Investment,Gold,1689.0,expense,Gold payment,August,8,2024
2024-08-05,Savings,Emergency Fund,2922.01,expense,Emergency Fund payment,August,8,2024
2024-08-06,Food,Restaurants,2544.5,expense,Restaurants payment,August,8,2024
2024-08-06,Food,Food Delivery,427.6,expense,Food Delivery payment,August,8,2024
2024-08-06,Transport,Metro,419.67,expense,Metro payment,August,8,2024
2024-08-06,Shopping,Books,869.14,expense,Books payment,August,8,2024
2024-08-06,Savings,Emergency Fund,2423.71,expense,Emergency Fund payment,August,8,2024
2024-08-07,Food,Coffee,755.41,expense,Coffee payment,August,8,2024
2024-08-07,Transport,Metro,139.99,expense,Metro payment,August,8,2024
2024-08-07,Entertainment,Events,1717.42,expense,Events payment,August,8,2024
2024-08-07,Health,Medicine,522.94,expense,Medicine payment,August,8,2024
2024-08-07,Health,Doctor,2129.39,expense,Doctor payment,August,8,2024
2024-08-08,Housing,Electricity,1016.0,expense,Electricity payment,August,8,2024
2024-08-08,Entertainment,Events,1089.1,expense,Events payment,August,8,2024
2024-08-08,Health,Medicine,1154.36,expense,Medicine payment,August,8,2024
2024-08-08,Health,Doctor,1404.75,expense,Doctor payment,August,8,2024
2024-08-09,Food,Restaurants,607.79,expense,Restaurants payment,August,8,2024
2024-08-09,Food,Food Delivery,1073.83,expense,Food Delivery payment,August,8,2024
2024-08-09,Transport,Metro,273.87,expense,Metro payment,August,8,2024
2024-08-09,Entertainment,Events,2351.04,expense,Events payment,August,8,2024
2024-08-09,Shopping,Home Decor,4527.86,expense,Home Decor payment,August,8,2024
2024-08-10,Housing,Electricity,1685.3,expense,Electricity payment,August,8,2024
2024-08-10,Food,Coffee,425.32,expense,Coffee payment,August,8,2024
2024-08-10,Transport,Metro,288.4,expense,Metro payment,August,8,2024
2024-08-10,Entertainment,Gaming,1870.2,expense,Gaming payment,August,8,2024
2024-08-10,Health,Doctor,2299.55,expense,Doctor payment,August,8,2024
2024-08-10,Shopping,Books,753.77,expense,Books payment,August,8,2024
2024-08-10,Investment,Stocks,3955.51,expense,Stocks payment,August,8,2024
2024-08-11,Entertainment,Events,2642.43,expense,Events payment,August,8,2024
2024-08-12,Income,Dividends,1934.25,income,Dividends payment,August,8,2024
2024-08-12,Housing,Electricity,1976.22,expense,Electricity payment,August,8,2024
2024-08-12,Housing,Maintenance,1676.63,expense,Maintenance payment,August,8,2024
2024-08-12,Food,Groceries,4305.82,expense,Groceries payment,August,8,2024
2024-08-12,Food,Coffee,220.17,expense,Coffee payment,August,8,2024
2024-08-12,Transport,Fuel,2296.68,expense,Fuel payment,August,8,2024
2024-08-12,Transport,Uber,583.42,expense,Uber payment,August,8,2024
2024-08-12,Health,Medicine,1517.22,expense,Medicine payment,August,8,2024
2024-08-12,Shopping,Clothing,2183.16,expense,Clothing payment,August,8,2024
2024-08-12,Shopping,Home Decor,2659.02,expense,Home Decor payment,August,8,2024
2024-08-12,Investment,Gold,2819.36,expense,Gold payment,August,8,2024
2024-08-13,Food,Restaurants,1660.74,expense,Restaurants payment,August,8,2024
2024-08-13,Food,Food Delivery,1060.08,expense,Food Delivery payment,August,8,2024
2024-08-13,Transport,Car Maintenance,4520.45,expense,Car Maintenance payment,August,8,2024
2024-08-13,Entertainment,Gaming,966.62,expense,Gaming payment,August,8,2024
2024-08-13,Shopping,Home Decor,4463.81,expense,Home Decor payment,August,8,2024
2024-08-13,Investment,Stocks,9617.26,expense,Stocks payment,August,8,2024
2024-08-13,Investment,Gold,2462.36,expense,Gold payment,August,8,2024
2024-08-14,Housing,Maintenance,2273.34,expense,Maintenance payment,August,8,2024
2024-08-14,Food,Coffee,322.83,expense,Coffee payment,August,8,2024
2024-08-14,Entertainment,Movies,539.25,expense,Movies payment,August,8,2024
2024-08-14,Investment,Crypto,2380.91,expense,Crypto payment,August,8,2024
2024-08-15,Income,Freelance,15647.38,income,Freelance payment,August,8,2024
2024-08-15,Health,Medicine,1805.43,expense,Medicine payment,August,8,2024
2024-08-15,Shopping,Clothing,4591.78,expense,Clothing payment,August,8,2024
2024-08-15,Shopping,Books,420.75,expense,Books payment,August,8,2024
2024-08-16,Housing,Maintenance,1366.75,expense,Maintenance payment,August,8,2024
2024-08-16,Food,Restaurants,1609.65,expense,Restaurants payment,August,8,2024
2024-08-16,Food,Food Delivery,1073.62,expense,Food Delivery payment,August,8,2024
2024-08-16,Transport,Metro,125.18,expense,Metro payment,August,8,2024
2024-08-16,Investment,Gold,4157.39,expense,Gold payment,August,8,2024
2024-08-17,Food,Coffee,228.39,expense,Coffee payment,August,8,2024
2024-08-17,Transport,Metro,282.37,expense,Metro payment,August,8,2024
2024-08-17,Investment,Stocks,5216.38,expense,Stocks payment,August,8,2024
2024-08-17,Investment,Mutual Funds,3562.44,expense,Mutual Funds payment,August,8,2024
2024-08-17,Savings,Emergency Fund,2950.83,expense,Emergency Fund payment,August,8,2024
2024-08-18,Transport,Metro,468.17,expense,Metro payment,August,8,2024
2024-08-18,Entertainment,Gaming,1024.47,expense,Gaming payment,August,8,2024
2024-08-18,Health,Medicine,1529.29,expense,Medicine payment,August,8,2024
2024-08-18,Investment,Gold,3260.93,expense,Gold payment,August,8,2024
2024-08-19,Food,Groceries,2418.27,expense,Groceries payment,August,8,2024
2024-08-19,Food,Coffee,530.58,expense,Coffee payment,August,8,2024
2024-08-19,Transport,Fuel,1962.12,expense,Fuel payment,August,8,2024
2024-08-19,Transport,Uber,521.3,expense,Uber payment,August,8,2024
2024-08-19,Entertainment,Movies,327.52,expense,Movies payment,August,8,2024
2024-08-19,Shopping,Electronics,8999.36,expense,Electronics payment,August,8,2024
2024-08-19,Investment,Stocks,6582.51,expense,Stocks payment,August,8,2024
2024-08-20,Housing,Electricity,1824.56,expense,Electricity payment,August,8,2024
2024-08-20,Food,Restaurants,1432.08,expense,Restaurants payment,August,8,2024
2024-08-20,Food,Food Delivery,641.58,expense,Food Delivery payment,August,8,2024
2024-08-20,Transport,Metro,491.01,expense,Metro payment,August,8,2024
2024-08-20,Entertainment,Movies,663.93,expense,Movies payment,August,8,2024
2024-08-20,Investment,Stocks,7110.26,expense,Stocks payment,August,8,2024
2024-08-20,Investment,Mutual Funds,3246.7,expense,Mutual Funds payment,August,8,2024
2024-08-21,Income,Freelance,19401.43,income,Freelance payment,August,8,2024
2024-08-21,Housing,Electricity,1291.35,expense,Electricity payment,August,8,2024
2024-08-21,Food,Coffee,448.71,expense,Coffee payment,August,8,2024
2024-08-21,Transport,Metro,384.1,expense,Metro payment,August,8,2024
2024-08-21,Entertainment,Movies,393.0,expense,Movies payment,August,8,2024
2024-08-21,Health,Medicine,1687.25,expense,Medicine payment,August,8,2024
2024-08-21,Shopping,Books,201.96,expense,Books payment,August,8,2024
2024-08-22,Transport,Metro,147.74,expense,Metro payment,August,8,2024
2024-08-22,Entertainment,Gaming,1542.02,expense,Gaming payment,August,8,2024
2024-08-22,Shopping,Books,610.02,expense,Books payment,August,8,2024
2024-08-22,Investment,Gold,2278.72,expense,Gold payment,August,8,2024
2024-08-23,Income,Freelance,7449.63,income,Freelance payment,August,8,2024
2024-08-23,Food,Restaurants,1389.96,expense,Restaurants payment,August,8,2024
2024-08-23,Food,Food Delivery,647.83,expense,Food Delivery payment,August,8,2024
2024-08-23,Transport,Metro,474.53,expense,Metro payment,August,8,2024
2024-08-23,Entertainment,Events,2381.57,expense,Events payment,August,8,2024
2024-08-23,Investment,Mutual Funds,5480.28,expense,Mutual Funds payment,August,8,2024
2024-08-23,Investment,Gold,3072.68,expense,Gold payment,August,8,2024
2024-08-24,Housing,Maintenance,886.39,expense,Maintenance payment,August,8,2024
2024-08-24,Food,Coffee,332.67,expense,Coffee payment,August,8,2024
2024-08-24,Transport,Metro,458.82,expense,Metro payment,August,8,2024
2024-08-24,Shopping,Clothing,2841.97,expense,Clothing payment,August,8,2024
2024-08-24,Shopping,Electronics,12644.98,expense,Electronics payment,August,8,2024
2024-08-25,Housing,Maintenance,2536.44,expense,Maintenance payment,August,8,2024
2024-08-25,Transport,Metro,442.73,expense,Metro payment,August,8,2024
2024-08-25,Transport,Car Maintenance,1519.58,expense,Car Maintenance payment,August,8,2024
2024-08-25,Entertainment,Movies,365.11,expense,Movies payment,August,8,2024
2024-08-25,Entertainment,Gaming,1443.47,expense,Gaming payment,August,8,2024
2024-08-25,Health,Medicine,1594.45,expense,Medicine payment,August,8,2024
2024-08-25,Shopping,Clothing,1431.27,expense,Clothing payment,August,8,2024
2024-08-25,Shopping,Books,295.14,expense,Books payment,August,8,2024
2024-08-25,Investment,Mutual Funds,6005.52,expense,Mutual Funds payment,August,8,2024
2024-08-26,Food,Groceries,2272.34,expense,Groceries payment,August,8,2024
2024-08-26,Food,Coffee,707.52,expense,Coffee payment,August,8,2024
2024-08-26,Transport,Fuel,2912.77,expense,Fuel payment,August,8,2024
2024-08-26,Transport,Uber,959.03,expense,Uber payment,August,8,2024
2024-08-26,Transport,Metro,164.22,expense,Metro payment,August,8,2024
2024-08-26,Health,Medicine,1240.64,expense,Medicine payment,August,8,2024
2024-08-26,Health,Doctor,1042.5,expense,Doctor payment,August,8,2024
2024-08-26,Investment,Mutual Funds,3284.09,expense,Mutual Funds payment,August,8,2024
2024-08-27,Food,Restaurants,1387.06,expense,Restaurants payment,August,8,2024
2024-08-27,Food,Food Delivery,755.54,expense,Food Delivery payment,August,8,2024
2024-08-27,Transport,Metro,191.02,expense,Metro payment,August,8,2024
2024-08-27,Transport,Car Maintenance,4930.76,expense,Car Maintenance payment,August,8,2024
2024-08-27,Entertainment,Movies,355.16,expense,Movies payment,August,8,2024
2024-08-27,Entertainment,Gaming,1572.09,expense,Gaming payment,August,8,2024
2024-08-27,Health,Doctor,1320.29,expense,Doctor payment,August,8,2024
2024-08-27,Shopping,Clothing,2134.45,expense,Clothing payment,August,8,2024
2024-08-28,Income,Freelance,17615.87,income,Freelance payment,August,8,2024
2024-08-28,Food,Coffee,799.23,expense,Coffee payment,August,8,2024
2024-08-28,Transport,Metro,142.07,expense,Metro payment,August,8,2024
2024-08-28,Entertainment,Gaming,458.06,expense,Gaming payment,August,8,2024
2024-08-28,Health,Doctor,2813.23,expense,Doctor payment,August,8,2024
2024-08-28,Shopping,Electronics,14677.7,expense,Electronics payment,August,8,2024
2024-08-28,Investment,Mutual Funds,7028.65,expense,Mutual Funds payment,August,8,2024
2024-08-29,Transport,Metro,290.33,expense,Metro payment,August,8,2024
2024-08-29,Health,Doctor,1126.72,expense,Doctor payment,August,8,2024
2024-08-29,Shopping,Home Decor,948.22,expense,Home Decor payment,August,8,2024
2024-08-29,Shopping,Books,254.58,expense,Books payment,August,8,2024
2024-08-30,Income,Dividends,691.29,income,Dividends payment,August,8,2024
2024-08-30,Food,Restaurants,2481.83,expense,Restaurants payment,August,8,2024
2024-08-30,Food,Food Delivery,542.32,expense,Food Delivery payment,August,8,2024
2024-08-30,Shopping,Clothing,2721.63,expense,Clothing payment,August,8,2024
2024-08-30,Investment,Crypto,3226.67,expense,Crypto payment,August,8,2024
2024-08-31,Housing,Electricity,1658.87,expense,Electricity payment,August,8,2024
2024-08-31,Food,Coffee,265.63,expense,Coffee payment,August,8,2024
2024-08-31,Investment,Gold,1180.47,expense,Gold payment,August,8,2024
2024-09-01,Income,Salary,58488.77,income,Salary payment,September,9,2024
2024-09-01,Income,Dividends,2728.36,income,Dividends payment,September,9,2024
2024-09-01,Housing,Rent,15000.0,expense,Rent payment,September,9,2024
2024-09-01,Housing,Electricity,1214.17,expense,Electricity payment,September,9,2024
2024-09-01,Housing,Internet,699.0,expense,Internet payment,September,9,2024
2024-09-01,Entertainment,OTT Subscriptions,1148.08,expense,OTT Subscriptions payment,September,9,2024
2024-09-01,Entertainment,Events,1262.28,expense,Events payment,September,9,2024
2024-09-01,Health,Gym,1837.59,expense,Gym payment,September,9,2024
2024-09-01,Health,Medicine,787.01,expense,Medicine payment,September,9,2024
2024-09-02,Income,Salary,60725.39,income,Salary payment,September,9,2024
2024-09-02,Income,Dividends,2187.78,income,Dividends payment,September,9,2024
2024-09-02,Housing,Rent,15000.0,expense,Rent payment,September,9,2024
2024-09-02,Housing,Internet,699.0,expense,Internet payment,September,9,2024
2024-09-02,Food,Groceries,3844.48,expense,Groceries payment,September,9,2024
2024-09-02,Food,Coffee,418.0,expense,Coffee payment,September,9,2024
2024-09-02,Transport,Fuel,2153.99,expense,Fuel payment,September,9,2024
2024-09-02,Transport,Uber,597.56,expense,Uber payment,September,9,2024
2024-09-02,Entertainment,OTT Subscriptions,1340.38,expense,OTT Subscriptions payment,September,9,2024
2024-09-02,Entertainment,Events,2990.57,expense,Events payment,September,9,2024
2024-09-02,Health,Gym,1902.03,expense,Gym payment,September,9,2024
2024-09-02,Shopping,Clothing,4376.75,expense,Clothing payment,September,9,2024
2024-09-02,Shopping,Electronics,6378.89,expense,Electronics payment,September,9,2024
2024-09-02,Shopping,Home Decor,4105.34,expense,Home Decor payment,September,9,2024
2024-09-03,Income,Salary,59329.1,income,Salary payment,September,9,2024
2024-09-03,Housing,Rent,15000.0,expense,Rent payment,September,9,2024
2024-09-03,Housing,Internet,699.0,expense,Internet payment,September,9,2024
2024-09-03,Food,Restaurants,951.5,expense,Restaurants payment,September,9,2024
2024-09-03,Food,Food Delivery,322.32,expense,Food Delivery payment,September,9,2024
2024-09-03,Entertainment,OTT Subscriptions,1076.84,expense,OTT Subscriptions payment,September,9,2024
2024-09-03,Health,Gym,1967.3,expense,Gym payment,September,9,2024
2024-09-03,Investment,Gold,1601.89,expense,Gold payment,September,9,2024
2024-09-04,Food,Coffee,238.66,expense,Coffee payment,September,9,2024
2024-09-04,Transport,Metro,264.98,expense,Metro payment,September,9,2024
2024-09-04,Health,Doctor,979.79,expense,Doctor payment,September,9,2024
2024-09-04,Investment,Crypto,1637.43,expense,Crypto payment,September,9,2024
2024-09-04,Investment,Gold,2033.59,expense,Gold payment,September,9,2024
2024-09-05,Transport,Metro,107.96,expense,Metro payment,September,9,2024
2024-09-05,Entertainment,Movies,600.8,expense,Movies payment,September,9,2024
2024-09-05,Shopping,Electronics,14261.11,expense,Electronics payment,September,9,2024
2024-09-05,Shopping,Books,289.55,expense,Books payment,September,9,2024
2024-09-06,Food,Restaurants,805.69,expense,Restaurants payment,September,9,2024
2024-09-06,Food,Food Delivery,1268.02,expense,Food Delivery payment,September,9,2024
2024-09-06,Transport,Metro,333.73,expense,Metro payment,September,9,2024
2024-09-06,Health,Medicine,515.28,expense,Medicine payment,September,9,2024
2024-09-07,Food,Coffee,629.4,expense,Coffee payment,September,9,2024
2024-09-07,Transport,Car Maintenance,4850.62,expense,Car Maintenance payment,September,9,2024
2024-09-07,Investment,Gold,4467.81,expense,Gold payment,September,9,2024
2024-09-08,Transport,Metro,136.1,expense,Metro payment,September,9,2024
2024-09-08,Shopping,Books,893.16,expense,Books payment,September,9,2024
2024-09-09,Food,Groceries,4095.45,expense,Groceries payment,September,9,2024
2024-09-09,Food,Coffee,503.8,expense,Coffee payment,September,9,2024
2024-09-09,Transport,Fuel,2027.78,expense,Fuel payment,September,9,2024
2024-09-09,Transport,Uber,681.69,expense,Uber payment,September,9,2024
2024-09-09,Entertainment,Gaming,293.78,expense,Gaming payment,September,9,2024
2024-09-09,Shopping,Clothing,2602.65,expense,Clothing payment,September,9,2024
2024-09-09,Shopping,Books,326.26,expense,Books payment,September,9,2024
2024-09-10,Food,Restaurants,2337.93,expense,Restaurants payment,September,9,2024
2024-09-10,Food,Food Delivery,612.82,expense,Food Delivery payment,September,9,2024
2024-09-11,Food,Coffee,457.34,expense,Coffee payment,September,9,2024
2024-09-11,Transport,Metro,135.62,expense,Metro payment,September,9,2024
2024-09-11,Entertainment,Gaming,1493.45,expense,Gaming payment,September,9,2024
2024-09-11,Shopping,Electronics,11276.33,expense,Electronics payment,September,9,2024
2024-09-11,Investment,Gold,4425.35,expense,Gold payment,September,9,2024
2024-09-12,Transport,Metro,158.38,expense,Metro payment,September,9,2024
2024-09-12,Shopping,Electronics,3731.66,expense,Electronics payment,September,9,2024
2024-09-13,Income,Freelance,5881.28,income,Freelance payment,September,9,2024
2024-09-13,Food,Restaurants,2991.85,expense,Restaurants payment,September,9,2024
2024-09-13,Food,Food Delivery,1427.19,expense,Food Delivery payment,September,9,2024
2024-09-13,Entertainment,Gaming,656.58,expense,Gaming payment,September,9,2024
2024-09-13,Savings,Emergency Fund,2951.95,expense,Emergency Fund payment,September,9,2024
2024-09-14,Income,Dividends,792.11,income,Dividends payment,September,9,2024
2024-09-14,Housing,Electricity,953.45,expense,Electricity payment,September,9,2024
2024-09-14,Food,Coffee,700.88,expense,Coffee payment,September,9,2024
2024-09-15,Income,Freelance,7229.31,income,Freelance payment,September,9,2024
2024-09-15,Housing,Electricity,1112.27,expense,Electricity payment,September,9,2024
2024-09-15,Transport,Metro,498.08,expense,Metro payment,September,9,2024
2024-09-15,Entertainment,Movies,478.26,expense,Movies payment,September,9,2024
2024-09-15,Shopping,Electronics,3216.51,expense,Electronics payment,September,9,2024
2024-09-16,Food,Groceries,3249.26,expense,Groceries payment,September,9,2024
2024-09-16,Food,Coffee,246.1,expense,Coffee payment,September,9,2024
2024-09-16,Transport,Fuel,2652.38,expense,Fuel payment,September,9,2024
2024-09-16,Transport,Uber,741.53,expense,Uber payment,September,9,2024
2024-09-16,Transport,Car Maintenance,3565.91,expense,Car Maintenance payment,September,9,2024
2024-09-16,Shopping,Electronics,12799.09,expense,Electronics payment,September,9,2024
2024-09-16,Investment,Crypto,4879.08,expense,Crypto payment,September,9,2024
2024-09-17,Food,Restaurants,1922.9,expense,Restaurants payment,September,9,2024
2024-09-17,Food,Food Delivery,553.64,expense,Food Delivery payment,September,9,2024
2024-09-17,Transport,Metro,357.46,expense,Metro payment,September,9,2024
2024-09-17,Entertainment,Movies,335.36,expense,Movies payment,September,9,2024
2024-09-17,Shopping,Home Decor,4335.56,expense,Home Decor payment,September,9,2024
2024-09-17,Savings,Emergency Fund,3472.54,expense,Emergency Fund payment,September,9,2024
2024-09-18,Food,Coffee,278.77,expense,Coffee payment,September,9,2024
2024-09-18,Investment,Crypto,2366.98,expense,Crypto payment,September,9,2024
2024-09-19,Transport,Metro,216.28,expense,Metro payment,September,9,2024
2024-09-19,Entertainment,Events,819.47,expense,Events payment,September,9,2024
2024-09-19,Shopping,Home Decor,844.4,expense,Home Decor payment,September,9,2024
2024-09-19,Shopping,Books,286.11,expense,Books payment,September,9,2024
2024-09-19,Investment,Mutual Funds,5965.13,expense,Mutual Funds payment,September,9,2024
2024-09-20,Income,Freelance,12551.67,income,Freelance payment,September,9,2024
2024-09-20,Income,Dividends,2153.95,income,Dividends payment,September,9,2024
2024-09-20,Food,Restaurants,1482.39,expense,Restaurants payment,September,9,2024
2024-09-20,Food,Food Delivery,399.95,expense,Food Delivery payment,September,9,2024
2024-09-20,Investment,Gold,3137.5,expense,Gold payment,September,9,2024
2024-09-20,Savings,Emergency Fund,2350.03,expense,Emergency Fund payment,September,9,2024
2024-09-21,Food,Coffee,779.48,expense,Coffee payment,September,9,2024
2024-09-21,Shopping,Home Decor,562.44,expense,Home Decor payment,September,9,2024
2024-09-21,Shopping,Books,212.71,expense,Books payment,September,9,2024
2024-09-22,Transport,Metro,285.37,expense,Metro payment,September,9,2024
2024-09-22,Entertainment,Movies,383.05,expense,Movies payment,September,9,2024
2024-09-22,Investment,Mutual Funds,2047.25,expense,Mutual Funds payment,September,9,2024
2024-09-23,Food,Groceries,2872.32,expense,Groceries payment,September,9,2024
2024-09-23,Food,Coffee,492.5,expense,Coffee payment,September,9,2024
2024-09-23,Transport,Fuel,2229.15,expense,Fuel payment,September,9,2024
2024-09-23,Transport,Uber,672.83,expense,Uber payment,September,9,2024
2024-09-23,Shopping,Electronics,13607.4,expense,Electronics payment,September,9,2024
2024-09-23,Savings,Emergency Fund,2864.03,expense,Emergency Fund payment,September,9,2024
2024-09-24,Food,Restaurants,2772.68,expense,Restaurants payment,September,9,2024
2024-09-24,Food,Food Delivery,706.98,expense,Food Delivery payment,September,9,2024
2024-09-24,Entertainment,Gaming,728.11,expense,Gaming payment,September,9,2024
2024-09-25,Income,Freelance,7992.26,income,Freelance payment,September,9,2024
2024-09-25,Housing,Electricity,1299.18,expense,Electricity payment,September,9,2024
2024-09-25,Food,Coffee,382.19,expense,Coffee payment,September,9,2024
2024-09-25,Transport,Metro,118.82,expense,Metro payment,September,9,2024
2024-09-25,Transport,Car Maintenance,4464.08,expense,Car Maintenance payment,September,9,2024
2024-09-25,Health,Doctor,659.16,expense,Doctor payment,September,9,2024
2024-09-25,Shopping,Home Decor,1508.43,expense,Home Decor payment,September,9,2024
